,title_ramowka,redactor,datetime
3301,Poranna Manna,Wojciech Mann ,2022-08-05 06:00:00
3302,Dobrze nastrojone,Marcelina Słomian,2022-08-05 10:00:00
3303,W środku dnia,Jan Niebudek ,2022-08-05 11:00:00
3304,Klimaty na raty,Jan Janczy,2022-08-05 14:00:00
3305,Nowy Świat po południu,Michał Porycki ,2022-08-05 16:00:00
3306,RadioAktywni,Jacek Nizinkiewicz ,2022-08-05 19:00:00
3307,Akademia rocka,Adam Stasiak,2022-08-05 21:00:00
3308,Biforek,Mikołaj Tyczyński,2022-08-05 22:00:00
3309,U progu nocy,Kamil Wrona,2022-08-05 23:00:00
3310,Koncertowe granie,,2022-08-06 00:00:00
3311,Muzyka do rana,,2022-08-06 01:30:00
3312,Sobotni brzask,Maciej Jankowski ,2022-08-06 07:00:00
3313,Koncert życzeń,"Agnieszka Lipka-Barnett, Jan Niebudek ",2022-08-06 10:00:00
3314,Deliberatorium,Beata Grabarczyk ,2022-08-06 12:00:00
3315,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-08-06 13:00:00
3316,Sny kolorowe,Barbara Gregorczyk,2022-08-06 14:00:00
3317,Stulecie dziwów,Jerzy Sosnowski ,2022-08-06 15:00:00
3318,Miłomuzomania,Kinga Krasuska,2022-08-06 16:00:00
3319,Mięta do (pop)kultury,Katarzyna Oklińska,2022-08-06 18:00:00
3320,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-08-06 19:00:00
3321,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-08-06 20:00:00
3322,Domówka,Paweł Orlikowski,2022-08-06 22:00:00
3323,Muzyka do rana,,2022-08-07 00:00:00
3324,De Cuba Su Musica,Jose Torres,2022-08-07 08:00:00
3325,Soulówka,Mikołaj Tyczyński,2022-08-07 10:00:00
3326,Manniak po omacku,Wojciech Mann,2022-08-07 11:00:00
3327,Raczek movie,Tomasz Raczek ,2022-08-07 13:00:00
3328,Wesoła warszawska fala,Jan Emil Młynarski,2022-08-07 14:00:00
3329,Pora siesty,Marcin Kydryński,2022-08-07 15:00:00
3330,W głębi duszy,Eliza Michalik ,2022-08-07 17:00:00
3331,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-08-07 18:00:00
3332,Czytał Michał Nogaś,Michał Nogaś ,2022-08-07 19:00:00
3333,Mogli w niedzielę,,2022-08-07 20:00:00
3334,Dobrze nastrojone po polsku,Marcelina Słomian,2022-08-07 21:00:00
3335,Osobiste wycieczki,Maciej Grzenkowicz,2022-08-07 23:00:00
3336,Muzyka do rana,,2022-08-08 00:00:00
3337,Nowy świt,Maciej Orłoś ,2022-08-08 06:00:00
3338,Gra o ton,"Wojciech Mann, Mikołaj Tyczyński",2022-08-08 10:00:00
3339,W środku dnia,Jan Niebudek ,2022-08-08 11:00:00
3340,Dziękuję za wypowiedź,Adam Nowak,2022-08-08 14:00:00
3341,Nowy Świat po południu,Ksenia Maćczak ,2022-08-08 16:00:00
3342,Strumień zdumień,Jan Chojnacki ,2022-08-08 19:00:00
3343,JerzoBrzmienia,Jerzy Sosnowski ,2022-08-08 21:00:00
3344,Muzyka bardzo poważna,Krzysztof Grabowski,2022-08-08 22:00:00
3345,Muzyka do rana,,2022-08-09 00:00:00
3346,Nowy świt,Katarzyna Kasia ,2022-08-09 06:00:00
3347,Motyw przewodni,Mateusz Kuśmierek,2022-08-09 10:00:00
3348,W środku dnia,Mateusz Andruszkiewicz ,2022-08-09 11:00:00
3349,Personal bigos,Marcin Mann,2022-08-09 14:00:00
3350,Neo-soulówka,Mikołaj Tyczyński,2022-08-09 15:00:00
3351,Nowy Świat po południu,Michał Porycki ,2022-08-09 16:00:00
3352,Wagle,"Wojciech Waglewski, Fisz ",2022-08-09 19:00:00
3353,Punkt widzenia,Beata Grabarczyk ,2022-08-09 21:00:00
3354,Sejsmograf,Kinga Krasuska,2022-08-09 22:00:00
3355,Muzyka do rana,,2022-08-10 00:00:00
3356,Nowy świt,Mateusz Andruszkiewicz ,2022-08-10 06:00:00
3357,Wszystko gra,Maciej Jankowski,2022-08-10 10:00:00
3358,W środku dnia,Jan Niebudek ,2022-08-10 11:00:00
3359,Dzieci bluesa,Jan Chojnacki,2022-08-10 14:00:00
3360,Nowy Świat po południu,Michał Porycki ,2022-08-10 16:00:00
3361,Bon ton,Agnieszka Lipka-Barnett ,2022-08-10 19:00:00
3362,Słowo daję,Jarosław Mikołajewski,2022-08-10 21:00:00
3363,Muzyka do czytania,Michał Nogaś,2022-08-10 22:00:00
3364,Muzyka do rana,,2022-08-11 00:00:00
3365,Nowy świt,Katarzyna Kasia ,2022-08-11 06:00:00
3366,Numer na bis,Maria Zamachowska,2022-08-11 10:00:00
3367,W środku dnia,Jan Niebudek ,2022-08-11 11:00:00
3368,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-08-11 14:00:00
3369,Nowy Świat po południu,Michał Porycki ,2022-08-11 16:00:00
3370,Napiór w eterze,Marek Napiórkowski,2022-08-11 19:00:00
3371,Punkt widzenia,Beata Grabarczyk ,2022-08-11 21:00:00
3372,Nocny świat,Mikołaj Kierski,2022-08-11 22:00:00
3373,Powidoki,Bruno Jasieński,2022-08-11 23:00:00
3374,Muzyka do rana,,2022-08-12 00:00:00
3375,Poranna Manna,Wojciech Mann ,2022-08-12 06:00:00
3376,Dobrze nastrojone,Marcelina Słomian,2022-08-12 10:00:00
3377,W środku dnia,Jan Niebudek ,2022-08-12 11:00:00
3378,Klimaty na raty,Jan Janczy,2022-08-12 14:00:00
3379,Nowy Świat po południu,Michał Porycki ,2022-08-12 16:00:00
3380,RadioAktywni,Jacek Nizinkiewicz ,2022-08-12 19:00:00
3381,Akademia rocka,Adam Stasiak,2022-08-12 21:00:00
3382,Biforek,Mikołaj Tyczyński,2022-08-12 22:00:00
3383,Etykieta zastępcza,Mikołaj Kierski,2022-08-12 23:00:00
3384,Koncertowe granie,,2022-08-13 00:00:00
3385,Muzyka do rana,,2022-08-13 01:15:00
3386,Sobotni brzask,Maciej Jankowski,2022-08-13 07:00:00
3387,Koncert życzeń,"Piotr Bukartyk, Joanna Kołaczkowska, Zbigniew Zamachowski ",2022-08-13 10:00:00
3388,Deliberatorium,Beata Grabarczyk ,2022-08-13 12:00:00
3389,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-08-13 13:00:00
3390,Sny kolorowe,Barbara Gregorczyk,2022-08-13 14:00:00
3391,Stulecie dziwów,Jerzy Sosnowski ,2022-08-13 15:00:00
3392,Miłomuzomania,Kinga Krasuska,2022-08-13 16:00:00
3393,Mięta do (pop)kultury,Katarzyna Oklińska,2022-08-13 18:00:00
3394,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-08-13 19:00:00
3395,TIP-TOP Lista Radia Nowy Świat,Mateusz Andruszkiewicz ,2022-08-13 20:00:00
3396,Domówka,Paweł Orlikowski,2022-08-13 22:00:00
3397,Muzyka do rana,,2022-08-14 00:00:00
3398,De Cuba Su Musica,Jose Torres,2022-08-14 08:00:00
3399,Soulówka,Mikołaj Tyczyński,2022-08-14 10:00:00
3400,Manniak po omacku,Wojciech Mann,2022-08-14 11:00:00
3401,Raczek movie,Tomasz Raczek,2022-08-14 13:00:00
3402,Wesoła warszawska fala,Jan Emil Młynarski,2022-08-14 14:00:00
3403,Pora siesty,Marcin Kydryński,2022-08-14 15:00:00
3404,W głębi duszy,Eliza Michalik ,2022-08-14 17:00:00
3405,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-08-14 18:00:00
3406,Czytał Michał Nogaś,Michał Nogaś,2022-08-14 19:00:00
3407,Mogli w niedzielę,,2022-08-14 20:00:00
3408,Dobrze nastrojone po polsku,Marcelina Słomian,2022-08-14 21:00:00
3409,Osobiste wycieczki,Maciej Grzenkowicz,2022-08-14 23:00:00
3410,Muzyka do rana,,2022-08-15 00:00:00
3411,Nowy świt,Paweł Orlikowski ,2022-08-15 07:00:00
3412,Gra o ton,Wojciech Mann,2022-08-15 10:00:00
3413,W środku dnia,Jan Niebudek ,2022-08-15 11:00:00
3414,Dziękuję za wypowiedź,Adam Nowak,2022-08-15 14:00:00
3415,Nowy Świat po południu,Michał Porycki ,2022-08-15 16:00:00
3416,Strumień zdumień,Jan Chojnacki,2022-08-15 19:00:00
3417,Punkt widzenia,Jerzy Sosnowski ,2022-08-15 21:00:00
3418,Muzyka bardzo poważna,Krzysztof Grabowski,2022-08-15 22:00:00
3419,Muzyka do rana,,2022-08-16 00:00:00
3420,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-08-16 06:00:00
3421,Motyw przewodni,Mateusz Kuśmierek,2022-08-16 10:00:00
3422,W środku dnia,Mateusz Andruszkiewicz ,2022-08-16 11:00:00
3423,Personal bigos,Marcin Mann,2022-08-16 14:00:00
3424,Neo-soulówka,Mikołaj Tyczyński,2022-08-16 15:00:00
3425,Nowy Świat po południu,Michał Porycki ,2022-08-16 16:00:00
3426,Wagle,"Wojciech Waglewski, Fisz",2022-08-16 19:00:00
3427,Punkt widzenia,Beata Grabarczyk ,2022-08-16 21:00:00
3428,Sejsmograf,Kinga Krasuska,2022-08-16 22:00:00
3429,Muzyka do rana,,2022-08-17 00:00:00
3430,Nowy świt,Mateusz Andruszkiewicz ,2022-08-17 06:00:00
3431,Wszystko gra,Maciej Jankowski,2022-08-17 10:00:00
3432,W środku dnia,Jan Niebudek ,2022-08-17 11:00:00
3433,Dzieci bluesa,Jan Chojnacki,2022-08-17 14:00:00
3434,Nowy Świat po południu,Michał Porycki ,2022-08-17 16:00:00
3435,Bon ton,Agnieszka Lipka-Barnett,2022-08-17 19:00:00
3436,Słowo daję,Jarosław Mikołajewski,2022-08-17 21:00:00
3437,Muzyka do czytania,Michał Nogaś,2022-08-17 22:00:00
3438,Muzyka do rana,,2022-08-18 00:00:00
3439,Nowy świt,Grzegorz Markowski ,2022-08-18 06:00:00
3440,Numer na bis,Maria Zamachowska,2022-08-18 10:00:00
3441,W środku dnia,Jan Niebudek ,2022-08-18 11:00:00
3442,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-08-18 14:00:00
3443,Nowy Świat po południu,Michał Porycki ,2022-08-18 16:00:00
3444,Napiór w eterze,Marek Napiórkowski,2022-08-18 19:00:00
3445,Punkt widzenia,Beata Grabarczyk,2022-08-18 21:00:00
3446,Nocny świat,Mikołaj Kierski,2022-08-18 22:00:00
3447,Powidoki,Bruno Jasieński,2022-08-18 23:00:00
3448,Muzyka do rana,,2022-08-19 00:00:00
3449,NIP: Nieco Inny Piątek,"Marcin Mann, Maria Zamachowska ",2022-08-19 06:00:00
3450,Dobrze nastrojone,Marcelina Słomian,2022-08-19 10:00:00
3451,W środku dnia,Jan Niebudek ,2022-08-19 11:00:00
3452,Klimaty na raty,Jan Janczy,2022-08-19 14:00:00
3453,Nowy Świat po południu,Michał Porycki ,2022-08-19 16:00:00
3454,RadioAktywni,Jacek Nizinkiewicz ,2022-08-19 19:00:00
3455,Akademia rocka,Adam Stasiak,2022-08-19 21:00:00
3456,Biforek,Mikołaj Tyczyński,2022-08-19 22:00:00
3457,Etykieta zastępcza,Paweł Orlikowski,2022-08-19 23:00:00
3458,Koncertowe granie,,2022-08-20 00:00:00
3459,Muzyka do rana,,2022-08-20 01:15:00
3460,Sobotni brzask,Maciej Jankowski ,2022-08-20 07:00:00
3461,Koncert życzeń,"Marcelina Słomian, Adam Stasiak ",2022-08-20 10:00:00
3462,Deliberatorium,Beata Grabarczyk ,2022-08-20 12:00:00
3463,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-08-20 13:00:00
3464,Sny kolorowe,Barbara Gregorczyk,2022-08-20 14:00:00
3465,Stulecie dziwów,Jerzy Sosnowski ,2022-08-20 15:00:00
3466,Miłomuzomania,Kinga Krasuska,2022-08-20 16:00:00
3467,Mięta do (pop)kultury,Katarzyna Oklińska,2022-08-20 18:00:00
3468,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-08-20 19:00:00
3469,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-08-20 20:00:00
3470,Domówka,Paweł Orlikowski,2022-08-20 22:00:00
3471,Muzyka do rana,,2022-08-21 00:00:00
3472,De Cuba Su Musica,Jose Torres,2022-08-21 08:00:00
3473,Soulówka,Mikołaj Tyczyński ,2022-08-21 10:00:00
3474,Manniak po omacku,Wojciech Mann,2022-08-21 11:00:00
3475,Raczek movie,Tomasz Raczek ,2022-08-21 13:00:00
3476,Wesoła warszawska fala,Jan Emil Młynarski,2022-08-21 14:00:00
3477,Pora siesty,Marcin Kydryński,2022-08-21 15:00:00
3478,W głębi duszy,Eliza Michalik ,2022-08-21 17:00:00
3479,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-08-21 18:00:00
3480,Czytał Michał Nogaś,Michał Nogaś ,2022-08-21 19:00:00
3481,Mogli w niedzielę,,2022-08-21 20:00:00
3482,Dobrze nastrojone po polsku,Marcelina Słomian,2022-08-21 21:00:00
3483,Osobiste wycieczki,Maciej Grzenkowicz,2022-08-21 23:00:00
3484,Muzyka do rana,,2022-08-22 00:00:00
3485,Nowy świt,Paweł Orlikowski ,2022-08-22 06:00:00
3486,Gra o ton,"Wojciech Mann, Maciej Jankowski ",2022-08-22 10:00:00
3487,W środku dnia,Jan Niebudek ,2022-08-22 11:00:00
3488,Dziękuję za wypowiedź,Adam Nowak,2022-08-22 14:00:00
3489,Nowy Świat po południu,Ksenia Maćczak ,2022-08-22 16:00:00
3490,Strumień zdumień,Jan Chojnacki ,2022-08-22 19:00:00
3491,JerzoBrzmienia,Jerzy Sosnowski ,2022-08-22 21:00:00
3492,Muzyka bardzo poważna,Krzysztof Grabowski,2022-08-22 22:00:00
3493,Muzyka do rana,,2022-08-23 00:00:00
3494,Nowy świt,Maciej Jankowski ,2022-08-23 06:00:00
3495,Motyw przewodni,Mateusz Kuśmierek,2022-08-23 10:00:00
3496,W środku dnia,Mateusz Andruszkiewicz ,2022-08-23 11:00:00
3497,Personal bigos,Marcin Mann,2022-08-23 14:00:00
3498,Neo-soulówka,Mikołaj Tyczyński,2022-08-23 15:00:00
3499,Nowy Świat po południu,Michał Porycki ,2022-08-23 16:00:00
3500,Wagle,"Wojciech Waglewski, Fisz",2022-08-23 19:00:00
3501,Punkt widzenia,Beata Grabarczyk ,2022-08-23 21:00:00
3502,Sejsmograf,Kinga Krasuska,2022-08-23 22:00:00
3503,Muzyka do rana,,2022-08-24 00:00:00
3504,Nowy świt,Mateusz Andruszkiewicz ,2022-08-24 06:00:00
3505,Wszystko gra,Maciej Jankowski,2022-08-24 10:00:00
3506,W środku dnia,Jan Niebudek ,2022-08-24 11:00:00
3507,Dzieci bluesa,Jan Chojnacki,2022-08-24 14:00:00
3508,Nowy Świat po południu,Michał Porycki ,2022-08-24 16:00:00
3509,Bon ton,Agnieszka Lipka-Barnett,2022-08-24 19:00:00
3510,Słowo daję,Jarosław Mikołajewski ,2022-08-24 21:00:00
3511,Muzyka do czytania,Michał Nogaś,2022-08-24 22:00:00
3512,Muzyka do rana,,2022-08-25 00:00:00
3513,Nowy świt,Maciej Jankowski ,2022-08-25 06:00:00
3514,Numer na bis,Maria Zamachowska,2022-08-25 10:00:00
3515,W środku dnia,Jan Niebudek ,2022-08-25 11:00:00
3516,MalajKino,Wojciech Malajkat,2022-08-25 14:00:00
3517,Nowy Świat po południu,Michał Porycki ,2022-08-25 16:00:00
3518,Napiór w eterze,Marek Napiórkowski,2022-08-25 19:00:00
3519,Punkt widzenia,Beata Grabarczyk ,2022-08-25 21:00:00
3520,Nocny świat,Mikołaj Kierski,2022-08-25 22:00:00
3521,Powidoki,Bruno Jasieński,2022-08-25 23:00:00
3522,Muzyka do rana,,2022-08-26 00:00:00
3523,Poranna Manna,Wojciech Mann ,2022-08-26 06:00:00
3524,Dobrze nastrojone,Marcelina Słomian,2022-08-26 10:00:00
3525,W środku dnia,Jan Niebudek ,2022-08-26 11:00:00
3526,Klimaty na raty,Jan Janczy,2022-08-26 14:00:00
3527,Nowy Świat po południu,Michał Porycki ,2022-08-26 16:00:00
3528,RadioAktywni,Jacek Nizinkiewicz ,2022-08-26 19:00:00
3529,Akademia rocka,Adam Stasiak,2022-08-26 21:00:00
3530,Biforek,Mikołaj Tyczyński,2022-08-26 22:00:00
3531,Etykieta zastępcza,Mateusz Kuśmierek,2022-08-26 23:00:00
3532,Koncertowe granie,,2022-08-27 00:00:00
3533,Muzyka do rana,,2022-08-27 01:15:00
3534,Sobotni brzask,Maciej Jankowski ,2022-08-27 07:00:00
3535,Koncert życzeń,"Joanna Kołaczkowska, Zbigniew Zamachowski ",2022-08-27 10:00:00
3536,Deliberatorium,Beata Grabarczyk ,2022-08-27 12:00:00
3537,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-08-27 13:00:00
3538,Sny kolorowe,Barbara Gregorczyk ,2022-08-27 14:00:00
3539,Stulecie dziwów,Jerzy Sosnowski ,2022-08-27 15:00:00
3540,Miłomuzomania,Kinga Krasuska,2022-08-27 16:00:00
3541,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-08-27 18:00:00
3542,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-08-27 19:00:00
3543,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-08-27 20:00:00
3544,Domówka,Paweł Orlikowski,2022-08-27 22:00:00
3545,Muzyka do rana,,2022-08-28 00:00:00
3546,De Cuba Su Musica,Jose Torres,2022-08-28 08:00:00
3547,Soulówka,Mikołaj Tyczyński,2022-08-28 10:00:00
3548,Manniak po omacku,Wojciech Mann,2022-08-28 11:00:00
3549,Raczek movie,Tomasz Raczek ,2022-08-28 13:00:00
3550,Wesoła warszawska fala,Jan Emil Młynarski,2022-08-28 14:00:00
3551,Pora siesty,Marcin Kydryński,2022-08-28 15:00:00
3552,W głębi duszy,Eliza Michalik ,2022-08-28 17:00:00
3553,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-08-28 18:00:00
3554,Czytał Michał Nogaś,Michał Nogaś ,2022-08-28 19:00:00
3555,Mogli w niedzielę,,2022-08-28 20:00:00
3556,Dobrze nastrojone po polsku,Marcelina Słomian,2022-08-28 21:00:00
3557,Osobiste wycieczki,Maciej Grzenkowicz,2022-08-28 23:00:00
3558,Muzyka do rana,,2022-08-29 00:00:00
3559,Nowy świt,Maciej Orłoś ,2022-08-29 06:00:00
3560,Gra o ton,"Wojciech Mann, Marcin Mann ",2022-08-29 10:00:00
3561,W środku dnia,Jan Niebudek ,2022-08-29 11:00:00
3562,Dziękuję za wypowiedź,Adam Nowak,2022-08-29 14:00:00
3563,Nowy Świat po południu,Ksenia Maćczak ,2022-08-29 16:00:00
3564,Strumień zdumień,Jan Chojnacki ,2022-08-29 19:00:00
3565,Punkt widzenia,Michał Nogaś ,2022-08-29 21:00:00
3566,Muzyka bardzo poważna,Krzysztof Grabowski,2022-08-29 22:00:00
3567,Muzyka do rana,,2022-08-30 00:00:00
3568,Nowy świt,Katarzyna Kasia ,2022-08-30 06:00:00
3569,Motyw przewodni,Mateusz Kuśmierek,2022-08-30 10:00:00
3570,W środku dnia,Mateusz Andruszkiewicz ,2022-08-30 11:00:00
3571,Personal bigos,Marcin Mann,2022-08-30 14:00:00
3572,Neo-soulówka,Mikołaj Tyczyński,2022-08-30 15:00:00
3573,Nowy Świat po południu,Michał Porycki ,2022-08-30 16:00:00
3574,Wagle,"Wojciech Waglewski, Fisz",2022-08-30 19:00:00
3575,Punkt widzenia,Beata Grabarczyk ,2022-08-30 21:00:00
3576,Sejsmograf,Kinga Krasuska,2022-08-30 22:00:00
3577,Muzyka do rana,,2022-08-31 00:00:00
3578,Nowy świt,Mateusz Andruszkiewicz ,2022-08-31 06:00:00
3579,Wszystko gra,Maciej Jankowski,2022-08-31 10:00:00
3580,W środku dnia,Jan Niebudek ,2022-08-31 11:00:00
3581,Dzieci bluesa,Jan Chojnacki,2022-08-31 14:00:00
3582,Nowy Świat po południu,Michał Porycki ,2022-08-31 16:00:00
3583,Bon ton,Agnieszka Lipka-Barnett,2022-08-31 19:00:00
3584,Słowo daję,Jarosław Mikołajewski,2022-08-31 21:00:00
3585,Muzyka do czytania,Michał Nogaś,2022-08-31 22:00:00
3586,Muzyka do rana,,2022-09-01 00:00:00
3587,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-09-01 06:00:00
3588,Numer na bis,Maria Zamachowska,2022-09-01 10:00:00
3589,W środku dnia,Jan Niebudek ,2022-09-01 11:00:00
3590,MalajKino,Wojciech Malajkat,2022-09-01 14:00:00
3591,Nowy Świat po południu,Michał Porycki ,2022-09-01 16:00:00
3592,Napiór w eterze,Marek Napiórkowski,2022-09-01 19:00:00
3593,Punkt widzenia,Beata Grabarczyk,2022-09-01 21:00:00
3594,Nocny świat,Mikołaj Kierski,2022-09-01 22:00:00
3595,Powidoki,Bruno Jasieński,2022-09-01 23:00:00
3596,Muzyka do rana,,2022-09-02 00:00:00
3597,Poranna Manna,Wojciech Mann ,2022-09-02 06:00:00
3598,Dobrze nastrojone,Marcelina Słomian,2022-09-02 10:00:00
3599,W środku dnia,Jan Niebudek ,2022-09-02 11:00:00
3600,Klimaty na raty,Jan Janczy,2022-09-02 14:00:00
3601,Nowy Świat po południu,Michał Porycki ,2022-09-02 16:00:00
3602,RadioAktywni,Jacek Nizinkiewicz ,2022-09-02 19:00:00
3603,Akademia rocka,Adam Stasiak,2022-09-02 21:00:00
3604,Biforek,Mikołaj Tyczyński,2022-09-02 22:00:00
3605,Koncertowe granie,,2022-09-03 00:00:00
3606,Muzyka do rana,,2022-09-03 01:15:00
3607,Sobotni brzask,Maciej Jankowski ,2022-09-03 07:00:00
3608,Koncert życzeń,"Michał Nogaś, Marcelina Słomian ",2022-09-03 10:00:00
3609,Deliberatorium,Beata Grabarczyk ,2022-09-03 12:00:00
3610,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-09-03 13:00:00
3611,Sny kolorowe,"Barbara Gregorczyk, Agnieszka Lipka-Barnett",2022-09-03 14:00:00
3612,Stulecie dziwów,Jerzy Sosnowski ,2022-09-03 15:00:00
3613,Miłomuzomania,Kinga Krasuska ,2022-09-03 16:00:00
3614,Mięta do (pop)kultury,Katarzyna Oklińska,2022-09-03 18:00:00
3615,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-09-03 19:00:00
3616,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-09-03 20:00:00
3617,Domówka,Paweł Orlikowski,2022-09-03 22:00:00
3618,Muzyka do rana,,2022-09-04 00:00:00
3619,De Cuba Su Musica,Jose Torres,2022-09-04 08:00:00
3620,Soulówka,Mikołaj Tyczyński,2022-09-04 10:00:00
3621,Manniak po omacku,Wojciech Mann,2022-09-04 11:00:00
3622,Raczek movie,Tomasz Raczek ,2022-09-04 13:00:00
3623,Wesoła warszawska fala,Jan Emil Młynarski,2022-09-04 14:00:00
3624,Pora siesty,Marcin Kydryński,2022-09-04 15:00:00
3625,W głębi duszy,Eliza Michalik ,2022-09-04 17:00:00
3626,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-09-04 18:00:00
3627,Czytał Michał Nogaś,Michał Nogaś ,2022-09-04 19:00:00
3628,Piosenki zakazane,Maciej Jankowski,2022-09-04 20:00:00
3629,Dobrze nastrojone po polsku,Marcelina Słomian,2022-09-04 21:00:00
3630,Osobiste wycieczki,Maciej Grzenkowicz,2022-09-04 23:00:00
3631,Muzyka do rana,,2022-09-05 00:00:00
3632,Nowy świt,Maciej Orłoś ,2022-09-05 06:00:00
3633,Gra o ton,"Wojciech Mann, Paweł Orlikowski ",2022-09-05 10:00:00
3634,W środku dnia,Jan Niebudek ,2022-09-05 11:00:00
3635,Dziękuję za wypowiedź,Adam Nowak,2022-09-05 14:00:00
3636,Nowy Świat po południu,Ksenia Maćczak ,2022-09-05 16:00:00
3637,Strumień zdumień,Jan Chojnacki,2022-09-05 19:00:00
3638,JerzoBrzmienia,Jerzy Sosnowski ,2022-09-05 21:00:00
3639,Muzyka bardzo poważna,Krzysztof Grabowski,2022-09-05 22:00:00
3640,Muzyka do rana,,2022-09-06 00:00:00
3641,Nowy świt,Katarzyna Kasia ,2022-09-06 06:00:00
3642,Motyw przewodni,Mateusz Kuśmierek,2022-09-06 10:00:00
3643,W środku dnia,Mateusz Andruszkiewicz ,2022-09-06 11:00:00
3644,Personal bigos,Marcin Mann,2022-09-06 14:00:00
3645,Akademia rocka,Adam Stasiak,2022-09-06 15:00:00
3646,Nowy Świat po południu,Michał Porycki ,2022-09-06 16:00:00
3647,Wagle,"Wojciech Waglewski, Fisz",2022-09-06 19:00:00
3648,Punkt widzenia,Beata Grabarczyk ,2022-09-06 21:00:00
3649,Świat naszej muzyki,Bartek Winczewski,2022-09-06 22:00:00
3650,Muzyka do rana,,2022-09-07 00:00:00
3651,Nowy świt,Mateusz Andruszkiewicz ,2022-09-07 06:00:00
3652,Wszystko gra,Maciej Jankowski,2022-09-07 10:00:00
3653,W środku dnia,Jan Niebudek ,2022-09-07 11:00:00
3654,Dzieci bluesa,Jan Chojnacki ,2022-09-07 14:00:00
3655,Nowy Świat po południu,Michał Porycki ,2022-09-07 16:00:00
3656,Bon ton,Agnieszka Lipka-Barnett,2022-09-07 19:00:00
3657,Słowo daję,Jarosław Mikołajewski ,2022-09-07 21:00:00
3658,Muzyka do czytania,Michał Nogaś,2022-09-07 22:00:00
3659,Muzyka do rana,,2022-09-08 00:00:00
3660,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-09-08 06:00:00
3661,Numer na bis,Maria Zamachowska,2022-09-08 10:00:00
3662,W środku dnia,Jan Niebudek ,2022-09-08 11:00:00
3663,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-09-08 14:00:00
3664,Nowy Świat po południu,Michał Porycki ,2022-09-08 16:00:00
3665,Napiór w eterze,Marek Napiórkowski,2022-09-08 19:00:00
3666,Punkt widzenia,Beata Grabarczyk ,2022-09-08 21:00:00
3667,Nocny świat,Mikołaj Kierski,2022-09-08 22:00:00
3668,Powidoki,Bruno Jasieński,2022-09-08 23:00:00
3669,Muzyka do rana,,2022-09-09 00:00:00
3670,NIP: Nieco Inny Piątek,"Marcin Mann, Michał Nogaś",2022-09-09 06:00:00
3671,Dobrze nastrojone,Marcelina Słomian,2022-09-09 10:00:00
3672,W środku dnia,Jan Niebudek ,2022-09-09 11:00:00
3673,Klimaty na raty,Jan Janczy,2022-09-09 14:00:00
3674,Nowy Świat po południu,Michał Porycki ,2022-09-09 16:00:00
3675,RadioAktywni,Jacek Nizinkiewicz ,2022-09-09 19:00:00
3676,Biforek,Mikołaj Tyczyński,2022-09-09 21:00:00
3677,Sejsmograf,Kinga Krasuska,2022-09-09 22:00:00
3678,Koncertowe granie,,2022-09-10 00:00:00
3679,Muzyka do rana,,2022-09-10 01:15:00
